NO_OF_SAMPLES	1124
FREQUENCY	100
TIME_STAMP	2020-10-29, 15:24:47	11034.90356421
FIRST_SAMPLE	902
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
902	9.01000	2.649520	27.769616	297.714175	-41.117077	-31.325039	1.245998	104.429544	-142.208191	0.000000	
903	9.02000	2.604764	27.724103	298.339208	-41.107453	-31.416016	1.218635	104.520820	-141.872624	0.000000	
904	9.03000	2.671459	27.179166	297.178144	-41.072364	-31.360118	1.172643	104.733764	-142.233861	0.000000	
905	9.04000	2.397783	27.202170	297.711585	-41.071523	-31.478277	1.099835	104.979111	-141.979919	0.000000	
906	9.05000	2.351573	26.838398	297.355678	-41.144609	-31.560613	1.100134	105.388409	-142.346121	0.000000	
907	9.06000	2.463316	26.953493	296.639391	-41.126246	-31.660257	1.113658	105.964720	-142.642649	0.000000	
908	9.07000	2.214405	26.542188	296.462421	-41.127057	-31.651813	1.146576	106.033446	-142.674644	0.000000	
909	9.08000	2.442244	26.497399	296.642305	-41.144833	-31.806710	1.178359	106.460229	-142.642204	0.000000	
910	9.09000	2.351419	26.041925	296.466181	-41.236133	-31.926003	1.206416	106.938409	-142.973040	0.000000	
911	9.10000	2.190151	25.814860	295.661602	-41.282000	-31.971584	1.193093	107.406649	-143.485453	0.000000	
912	9.11000	1.894889	25.700411	296.017127	-41.227032	-32.098918	1.166363	107.747320	-143.112343	0.000000	
913	9.12000	1.712436	25.312965	295.572611	-41.336738	-32.145561	1.194541	108.092590	-143.645594	0.000000	
914	9.13000	1.531162	25.653398	296.824154	-41.498633	-32.421095	1.254835	108.587786	-143.632874	0.000000	
915	9.14000	1.783079	25.379830	297.097951	-41.662174	-32.650866	1.387840	109.226671	-144.014340	0.000000	
916	9.15000	1.875114	25.789393	298.977297	-41.950321	-33.173404	1.502831	110.272766	-144.130065	0.000000	
917	9.16000	2.376311	25.517277	299.072929	-42.149647	-33.630858	1.672184	111.699685	-144.714057	0.000000	
918	9.17000	2.627691	26.154514	300.863005	-42.419523	-34.126068	1.823459	112.644959	-144.837159	0.000000	
919	9.18000	2.836072	26.357722	302.566291	-42.626891	-34.530273	2.011722	113.316680	-144.736122	0.000000	
920	9.19000	2.972485	26.653571	303.015425	-42.807475	-34.814850	2.131020	114.069163	-145.157258	0.000000	
921	9.20000	2.904227	26.767087	303.193941	-42.842958	-35.079895	2.200288	114.884957	-145.204057	0.000000	
922	9.21000	2.948387	26.949652	303.643739	-43.141877	-35.292046	2.264627	115.406983	-145.998057	0.000000	
923	9.22000	2.767945	27.654493	306.951372	-43.519515	-35.888422	2.325084	116.125225	-145.751089	0.000000	
924	9.23000	2.904834	27.722854	307.221066	-43.591724	-36.035054	2.384610	116.482309	-145.867425	0.000000	
925	9.24000	2.767378	28.246645	308.022360	-43.644367	-36.290796	2.389534	117.026347	-145.728036	0.000000	
926	9.25000	2.926487	27.746198	306.594175	-43.536774	-36.289807	2.444472	117.549442	-145.988778	0.000000	
927	9.26000	2.969885	27.884028	305.786966	-43.445757	-36.352326	2.430538	118.059642	-146.093660	0.000000	
928	9.27000	3.128514	27.065472	303.822386	-43.275493	-36.204415	2.421123	118.318047	-146.367502	0.000000	
929	9.28000	3.128388	26.974706	303.642876	-43.220961	-36.267619	2.416605	118.596418	-146.262235	0.000000	
930	9.29000	3.034920	26.452416	301.943580	-43.113393	-36.183788	2.357148	119.001077	-146.657704	0.000000	
931	9.30000	3.148063	26.157459	301.228371	-43.023364	-36.100371	2.315544	118.992653	-146.666901	0.000000	
932	9.31000	3.080490	26.225323	302.123388	-43.158713	-36.293220	2.348027	119.286155	-146.690472	0.000000	
933	9.32000	3.444466	25.817360	302.485290	-43.340053	-36.585624	2.379741	120.061301	-147.060767	0.000000	
934	9.33000	3.605449	26.090871	305.169892	-43.682651	-37.016906	2.411846	120.393395	-146.928806	0.000000	
935	9.34000	4.084250	25.932926	306.247625	-43.909069	-37.227889	2.447754	120.594380	-147.131625	0.000000	
