NO_OF_FRAMES	132
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-10-29, 15:20:41	10788.77882692
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
1159	11.58000	291.570	298.056	1659.617	207.799	470.203	1390.584	214.803	565.534	1099.403	264.922	596.643	871.958	178.760	166.324	1354.145	164.784	101.067	1046.845	240.390	53.725	837.511	236.559	496.241	817.587	325.505	451.586	456.042	44.083	443.782	215.391	-16.541	403.040	211.198	98.954	469.696	102.180	154.634	436.037	73.940	242.993	150.405	833.003	247.434	194.172	450.953	205.588	264.355	71.087	152.110	309.240	28.834	310.121	232.878	24.260	380.592	272.586	27.941
1160	11.59000	302.232	297.844	1659.397	217.417	469.226	1390.593	221.041	565.454	1099.230	266.916	596.806	871.701	188.977	165.271	1354.301	179.101	99.454	1046.504	257.050	51.821	839.433	249.300	494.958	817.430	344.740	450.001	459.062	70.262	442.890	208.717	10.527	403.397	201.737	132.555	467.273	98.187	189.055	433.173	72.454	251.794	150.349	832.619	251.869	194.280	451.183	205.013	264.529	71.990	152.323	309.394	29.259	310.069	233.010	24.427	380.714	272.908	27.863
1161	11.60000	313.203	297.678	1659.225	227.235	468.342	1390.617	227.508	565.197	1099.787	269.537	597.097	870.972	198.981	164.215	1354.265	192.633	97.599	1046.939	274.754	50.443	839.890	259.561	495.227	817.877	363.482	448.811	462.444	98.406	442.230	201.407	38.450	402.856	190.756	166.126	465.473	93.538	223.905	429.814	70.026	260.185	149.859	832.563	256.677	195.091	450.117	206.213	264.843	71.604	152.264	309.480	29.916	310.170	233.012	24.564	380.806	272.941	27.798
1162	11.61000	324.397	297.628	1658.555	237.123	467.340	1390.472	233.563	564.841	1099.930	272.105	597.533	870.464	209.409	163.225	1353.891	206.403	95.940	1046.291	291.329	48.159	840.988	269.869	495.479	818.869	382.323	447.741	464.350	126.810	441.296	193.191	67.475	401.883	180.715	200.767	463.023	88.496	259.510	427.145	69.174	268.796	149.891	831.692	261.418	195.150	450.015	205.926	264.935	72.260	152.334	309.596	30.344	310.190	233.250	24.457	380.844	273.061	27.699
1163	11.62000	335.154	297.821	1658.348	246.803	466.429	1390.251	240.447	564.621	1100.445	274.707	597.741	870.348	219.557	162.191	1353.689	221.177	94.742	1045.140	307.880	46.776	842.168	280.845	495.694	819.446	400.292	446.587	466.633	156.089	440.145	185.392	96.920	400.929	169.034	235.878	461.289	83.324	294.234	425.622	67.019	277.262	149.996	830.825	266.069	195.539	449.569	206.935	265.068	71.886	151.923	308.794	31.690	310.260	233.369	24.549	380.948	273.211	27.646
1164	11.63000	346.138	298.446	1658.250	256.783	465.522	1389.905	246.260	564.005	1100.375	277.274	597.729	870.237	229.839	161.124	1353.273	233.770	92.713	1046.069	324.649	45.627	842.435	291.636	495.527	819.802	418.607	445.968	468.658	185.610	439.009	175.797	128.376	400.175	156.587	270.051	459.741	78.394	330.145	423.877	65.158	286.170	150.495	830.332	270.851	196.091	449.784	207.151	265.118	72.056	153.724	309.478	30.798	310.256	233.305	24.619	380.703	273.104	27.484
1165	11.64000	356.655	298.562	1657.734	266.679	464.623	1389.620	252.213	563.212	1100.433	280.299	597.611	870.086	240.618	160.134	1352.914	246.862	91.527	1045.067	340.814	44.263	843.741	302.802	495.420	819.596	435.568	445.119	469.497	216.170	437.441	166.148	159.555	397.806	144.580	305.199	458.370	74.072	366.203	422.578	63.592	294.877	150.865	829.242	275.844	196.303	449.687	208.072	265.604	71.895	153.716	309.603	31.281	310.223	233.459	24.659	380.835	273.109	27.506
1166	11.65000	367.545	298.991	1657.687	276.880	463.805	1389.166	257.945	562.204	1099.867	283.169	597.357	869.789	250.976	159.154	1352.631	260.825	90.552	1044.727	357.720	43.592	844.301	313.403	495.646	820.030	452.387	444.960	471.394	246.696	435.252	157.526	191.558	395.585	132.042	340.834	456.743	68.652	402.548	421.754	61.656	303.842	151.092	828.814	280.527	196.972	448.521	207.478	265.610	73.019	153.731	309.839	31.876	310.593	233.731	24.583	380.949	273.177	27.516
1167	11.66000	378.768	299.395	1657.327	287.129	462.827	1388.866	263.747	561.520	1099.906	286.336	596.777	869.428	261.670	158.128	1351.939	273.451	89.527	1044.987	373.647	42.612	845.533	324.182	495.931	820.600	467.623	444.438	472.028	278.200	433.165	146.753	224.015	393.218	119.475	376.469	454.672	64.093	438.890	420.405	60.256	311.093	150.497	828.449	285.783	197.710	448.327	208.655	265.950	73.425	153.684	310.105	32.885	310.341	233.939	24.895	380.806	273.073	27.594
1168	11.67000	389.194	299.922	1656.693	297.468	462.110	1388.545	269.787	560.436	1100.167	289.664	596.137	869.165	272.491	157.340	1351.340	286.464	87.992	1044.308	390.074	42.402	846.133	334.398	496.032	820.210	482.401	444.558	473.523	310.418	431.347	137.164	257.166	390.872	107.167	411.955	453.112	58.863	475.406	419.556	58.631	318.895	150.635	827.852	290.611	198.336	448.190	209.653	266.384	74.002	153.931	310.664	33.821	310.345	234.197	24.915	380.806	273.243	27.448
1169	11.68000	400.072	300.745	1656.116	307.864	461.355	1388.008	276.226	559.449	1100.651	292.944	595.152	868.945	283.502	156.561	1350.754	300.237	87.706	1043.251	405.394	41.702	846.823	345.647	496.546	820.520	496.555	444.900	473.560	342.054	429.416	127.305	291.758	387.695	94.564	448.200	451.187	55.627	512.034	418.306	57.981	328.800	151.224	826.885	295.500	198.676	448.206	209.412	266.613	75.140	152.870	311.262	35.900	310.344	234.417	25.040	380.783	273.226	27.398
1170	11.69000	410.760	301.296	1655.571	318.430	460.812	1387.626	283.018	558.375	1100.503	296.810	594.145	868.584	294.645	155.704	1350.129	312.680	86.828	1043.000	421.691	41.175	847.905	356.181	496.988	820.674	509.668	445.167	473.549	375.354	427.184	117.872	325.476	385.654	83.247	484.590	448.880	50.588	547.886	416.981	57.470	337.217	151.354	825.792	300.491	198.975	448.150	209.633	266.554	76.061	153.115	311.553	37.150	310.288	234.833	25.158	380.709	273.244	27.354
1171	11.70000	421.174	301.934	1655.018	329.106	460.154	1387.322	289.583	557.387	1100.318	300.752	592.986	868.300	305.369	155.039	1349.625	324.579	86.192	1042.017	436.293	41.773	848.454	366.253	497.222	820.508	521.817	445.795	472.551	406.712	426.335	111.105	360.780	382.661	72.490	521.506	446.420	48.070	583.844	413.957	57.829	345.720	151.405	826.146	304.465	199.356	447.955	209.489	266.940	76.943	153.397	312.101	38.583	310.181	235.073	25.152	380.593	273.155	27.317
1172	11.71000	431.987	302.416	1654.690	339.589	459.957	1386.806	297.029	556.461	1100.128	304.985	591.989	868.210	316.263	154.476	1348.873	336.873	85.209	1040.865	452.157	41.155	849.333	377.217	497.441	819.552	533.267	445.469	470.237	441.343	423.727	101.996	396.044	380.168	62.599	557.706	443.294	45.877	619.451	411.480	58.482	354.852	151.547	825.490	308.650	199.325	448.187	209.037	267.105	79.256	153.492	312.583	40.336	309.747	235.809	24.773	380.496	273.354	27.334
1173	11.72000	443.306	303.276	1653.472	350.183	459.535	1386.235	305.169	555.723	1100.234	309.691	591.041	868.071	327.159	154.113	1348.186	348.986	84.609	1040.948	467.086	41.155	850.342	387.393	497.748	819.267	544.190	446.350	469.157	474.011	421.587	94.608	430.056	378.411	54.382	593.050	440.339	44.374	654.843	406.763	58.648	364.578	151.518	824.556	313.063	199.487	448.952	209.646	267.503	80.682	153.740	312.931	42.232	309.433	236.001	24.948	380.308	273.289	27.192
1174	11.73000	454.075	303.529	1653.161	360.814	459.294	1385.708	313.150	554.488	1100.171	314.957	590.154	868.082	337.941	153.743	1347.484	361.412	84.272	1040.315	482.542	42.013	850.772	398.353	498.041	818.520	554.619	446.919	466.677	506.330	419.102	89.502	464.408	376.474	46.817	629.491	436.156	43.661	688.073	401.424	59.712	374.212	151.823	823.793	317.593	199.431	449.551	211.103	267.485	81.550	153.863	312.790	44.354	309.318	236.302	24.752	380.243	273.253	27.307
1175	11.74000	464.878	304.624	1652.188	371.441	459.192	1384.838	322.159	554.058	1099.783	320.824	589.206	867.578	348.857	153.501	1346.904	374.601	83.576	1040.043	495.846	41.245	851.797	409.237	498.342	818.271	564.809	447.472	464.177	539.161	416.326	83.477	497.987	374.408	40.871	663.072	432.105	43.481	721.337	396.847	60.858	383.663	151.995	823.597	321.664	198.963	449.943	211.917	266.975	82.549	154.113	312.539	46.522	309.546	235.932	25.204	379.794	273.829	27.079
1176	11.75000	476.266	305.127	1651.046	381.967	459.062	1384.254	330.577	553.404	1099.137	327.049	588.297	867.032	359.877	153.365	1346.201	386.154	83.391	1039.942	508.919	41.541	852.666	419.933	498.535	817.128	574.703	447.650	460.589	576.012	417.158	72.267	530.541	372.094	36.502	696.191	429.145	43.824	753.495	391.574	61.730	394.194	152.192	822.597	327.039	198.673	451.122	212.499	266.539	84.187	154.523	312.036	49.044	309.484	235.763	24.980	380.205	273.189	27.332
1177	11.76000	487.124	305.918	1650.434	392.493	459.163	1383.235	339.898	553.267	1098.463	333.621	587.608	866.301	370.708	153.515	1345.451	398.601	82.999	1039.556	524.338	42.453	853.300	430.551	498.992	816.563	583.958	447.950	458.101	604.195	412.639	74.509	561.745	369.825	32.878	728.217	426.554	44.713	783.537	388.360	63.469	403.746	152.321	822.381	333.105	198.664	450.709	212.536	265.611	86.994	154.504	311.036	51.699	309.625	235.662	25.024	380.117	273.279	27.309
1178	11.77000	498.441	306.694	1649.093	402.717	459.149	1382.367	349.438	552.871	1097.902	340.613	587.023	865.742	381.756	153.637	1344.629	410.405	82.658	1039.014	538.704	42.719	853.136	442.298	499.509	816.033	592.657	447.359	455.165	630.229	409.746	74.598	591.311	367.512	30.802	756.639	424.081	45.891	813.053	386.467	66.493	413.043	152.455	822.126	339.250	198.435	451.138	213.154	264.469	89.038	154.725	310.029	54.212	309.566	235.561	24.793	380.153	273.287	27.304
1179	11.78000	509.671	307.895	1648.295	413.369	459.317	1381.252	358.661	552.541	1097.274	348.218	586.611	864.598	392.736	153.850	1343.754	421.794	82.767	1038.465	550.874	43.154	853.960	452.775	499.221	815.108	601.244	447.412	452.644	658.167	408.665	72.901	618.985	365.353	29.112	783.306	422.657	48.674	839.163	385.197	69.540	422.675	152.973	820.968	345.834	197.844	451.277	214.416	263.754	90.622	155.243	308.884	57.470	309.653	234.556	25.086	380.140	273.277	27.225
1180	11.79000	520.843	308.413	1646.933	423.728	459.604	1379.950	368.435	552.412	1095.890	356.470	586.298	863.576	404.093	154.117	1342.763	433.219	82.597	1036.926	564.256	43.274	854.067	463.334	498.797	814.018	609.688	447.371	450.058	683.920	408.171	71.802	644.326	363.855	28.136	807.876	421.591	52.795	863.863	384.204	73.981	432.320	153.570	820.445	352.858	197.600	451.335	216.634	263.313	92.185	155.647	307.700	60.663	309.935	234.377	25.008	380.022	273.204	27.225
1181	11.80000	532.330	309.013	1645.848	434.251	460.031	1378.649	378.037	552.142	1094.461	364.972	585.931	862.685	415.367	154.409	1341.931	444.890	82.775	1035.668	577.889	44.297	853.638	475.732	499.079	812.748	617.805	447.329	447.515	701.791	405.168	72.264	666.959	362.443	26.815	829.507	420.418	56.402	885.851	384.050	79.405	441.652	153.976	819.943	360.528	197.300	450.892	217.114	261.379	95.163	156.358	306.621	64.009	310.082	234.393	24.966	379.993	273.209	27.424
1182	11.81000	543.717	309.722	1644.616	444.930	460.603	1377.282	387.580	552.186	1093.353	373.929	585.717	861.504	426.647	154.844	1340.981	455.735	82.843	1035.098	590.413	45.434	852.837	487.302	499.018	812.591	626.772	447.546	444.591	723.822	405.704	71.480	687.334	361.173	25.788	848.737	419.960	59.298	904.996	383.494	84.334	450.994	154.049	818.945	368.489	197.313	450.682	219.111	260.851	96.823	157.303	305.453	67.835	310.225	234.214	25.147	380.005	273.033	27.294
1183	11.82000	555.162	311.026	1643.667	455.875	461.269	1375.773	397.586	552.185	1091.726	383.519	585.479	860.086	438.099	155.269	1340.039	468.211	83.262	1033.224	602.115	45.762	852.745	499.807	499.185	811.288	635.209	448.079	442.024	736.723	403.043	72.587	704.736	359.875	24.523	865.078	418.295	61.206	921.816	382.790	87.324	462.326	154.958	817.402	377.474	197.476	450.482	220.237	259.548	100.711	158.943	304.905	72.026	310.380	234.312	25.180	379.979	273.128	27.407
1184	11.83000	566.874	311.983	1641.724	467.027	462.003	1374.330	408.125	552.097	1090.388	393.534	585.446	858.484	449.469	156.069	1338.938	479.418	83.834	1033.266	613.422	46.081	852.619	512.178	499.482	809.921	643.811	448.321	439.696	752.322	402.827	69.975	718.991	358.776	23.142	879.606	417.400	61.827	935.345	381.233	88.572	472.518	155.520	816.557	386.205	197.792	450.515	222.165	258.327	103.437	160.052	303.989	75.965	310.615	234.362	25.420	379.993	273.139	27.360
1185	11.84000	578.286	312.923	1640.622	478.380	462.969	1373.099	418.492	552.379	1088.881	403.738	585.170	857.283	460.442	156.776	1338.293	490.222	84.671	1033.217	626.606	48.126	850.458	525.048	499.992	809.378	652.827	448.758	437.164	764.314	402.551	69.023	730.603	358.006	21.141	892.323	417.231	62.525	946.076	379.510	89.114	483.460	155.913	815.384	395.868	197.810	449.885	224.686	257.605	106.848	161.818	303.318	81.015	311.350	235.118	25.917	379.920	273.117	27.370
1186	11.85000	589.642	314.140	1639.743	490.006	463.950	1371.629	429.319	552.461	1087.581	414.329	585.004	855.671	471.662	157.827	1337.321	502.346	85.129	1031.957	637.316	48.056	849.968	538.597	500.163	808.230	661.549	448.893	434.903	771.231	400.970	67.172	738.489	358.587	18.261	899.574	414.837	59.760	954.259	377.177	87.911	494.750	156.167	814.103	405.646	197.974	449.379	227.410	257.430	110.073	163.965	302.560	86.382	311.535	234.971	26.091	379.961	273.068	27.347
1187	11.86000	601.020	314.900	1638.885	501.702	465.136	1370.230	440.920	552.686	1086.069	425.706	585.214	854.290	482.829	159.086	1336.531	513.269	86.084	1031.021	646.763	48.775	849.696	552.434	500.882	807.608	670.805	449.025	433.388	777.201	401.857	62.880	744.647	358.562	15.151	906.336	413.736	57.441	960.315	375.995	84.779	506.316	156.214	813.493	416.172	198.172	449.906	230.335	256.613	113.965	166.595	302.254	92.292	311.771	235.420	26.396	379.844	273.071	27.416
1188	11.87000	612.507	316.060	1637.703	513.852	466.377	1368.629	452.801	553.300	1084.217	437.359	585.330	852.727	493.918	160.404	1335.789	524.253	87.427	1030.958	657.752	49.787	847.502	566.625	501.473	806.848	680.249	449.324	431.810	781.927	402.224	59.684	745.361	360.073	14.811	907.682	411.398	51.541	963.713	374.859	79.389	519.057	156.366	811.626	426.788	198.654	448.905	233.783	256.332	118.454	169.390	301.808	98.347	312.111	235.456	26.643	379.826	273.025	27.451
1189	11.88000	623.899	317.460	1636.694	526.007	467.895	1367.407	464.779	553.988	1082.834	449.576	585.585	850.886	504.905	161.829	1335.228	535.618	88.548	1030.710	667.499	49.920	847.224	580.659	502.055	806.539	690.154	450.143	429.816	784.260	399.499	56.908	745.959	357.847	15.870	910.171	413.450	42.535	966.320	376.032	67.210	530.807	156.584	811.234	438.724	198.778	448.548	237.581	255.402	122.390	173.105	301.800	105.082	312.634	235.764	27.055	379.702	272.808	27.687
1190	11.89000	634.780	318.514	1636.414	538.265	469.538	1365.987	478.073	554.946	1081.017	462.638	585.722	849.279	515.923	163.266	1334.646	545.931	90.266	1029.515	677.037	50.639	846.374	595.017	502.678	805.886	699.216	450.438	428.522	785.858	396.440	57.381	747.472	357.045	18.435	911.199	416.200	33.541	973.757	382.512	52.588	543.987	157.116	809.850	450.709	198.699	447.709	242.803	254.543	127.627	177.642	301.458	112.531	313.146	236.062	27.645	379.706	272.783	27.678
1191	11.90000	646.122	319.558	1636.686	550.661	471.325	1364.984	491.232	556.035	1079.501	475.757	586.013	847.491	526.633	164.595	1334.285	556.290	91.890	1028.749	686.410	51.421	844.649	609.021	503.877	806.634	707.635	450.184	428.514	791.127	397.376	59.288	750.113	356.227	20.189	913.398	417.045	32.274	975.618	383.417	48.465	557.282	158.008	808.753	464.372	198.918	447.512	248.792	254.203	131.896	183.384	300.642	120.754	314.178	236.410	28.575	379.598	272.758	27.726
1192	11.91000	657.606	320.877	1637.860	562.822	473.048	1364.587	505.618	557.328	1078.807	489.950	586.202	845.869	537.321	165.894	1334.236	566.779	93.757	1027.344	695.590	51.912	844.300	622.200	504.833	809.666	716.333	451.242	430.270	794.314	397.367	58.937	751.560	356.137	21.537	914.530	417.461	30.009	979.378	388.504	42.249	570.887	158.618	807.836	479.042	199.200	446.847	255.269	252.180	138.324	190.961	300.157	129.621	315.286	236.890	29.332	379.587	272.820	27.941
1193	11.92000	668.389	322.315	1639.006	574.722	474.599	1364.605	519.992	558.743	1077.826	504.117	586.240	844.839	548.186	167.126	1334.855	576.154	96.360	1028.119	703.906	53.293	844.109	635.028	506.244	813.381	726.031	452.083	431.700	795.738	397.470	58.365	751.983	356.676	22.096	915.367	419.473	26.276	980.438	388.413	35.520	585.217	159.393	806.591	495.399	198.927	447.305	264.198	250.533	144.801	200.246	299.643	139.656	317.011	237.152	31.074	379.451	273.063	27.949
1194	11.93000	679.660	323.468	1640.630	586.851	475.924	1365.224	535.454	560.143	1077.421	519.347	586.774	844.297	559.607	168.253	1335.951	587.315	97.864	1029.259	711.490	54.573	842.921	646.605	507.284	816.858	735.651	453.123	433.527	795.467	396.566	58.792	752.541	357.111	22.509	915.888	418.336	26.214	981.680	385.341	33.514	599.291	160.215	806.233	513.303	197.830	446.708	274.137	248.989	152.143	212.230	299.228	150.070	318.882	237.652	32.439	379.592	273.480	28.239
1195	11.94000	690.830	324.688	1641.887	598.955	477.173	1366.054	551.588	561.128	1077.599	535.504	586.919	844.698	571.311	169.518	1337.760	597.078	100.034	1031.207	719.085	56.078	842.253	657.125	507.283	819.532	746.607	453.561	436.315	797.562	396.633	58.409	752.955	357.714	22.859	916.769	417.084	26.606	983.365	383.163	32.633	613.675	161.511	804.807	532.803	196.413	445.796	286.695	246.742	158.584	226.618	298.694	161.043	322.020	238.313	34.077	379.829	274.162	28.215
1196	11.95000	702.030	326.250	1643.376	611.316	478.199	1367.179	567.314	562.042	1078.211	552.120	587.858	845.335	583.002	170.716	1339.809	606.354	101.583	1031.530	723.762	57.273	842.587	668.346	508.046	821.932	756.176	453.905	437.642	798.230	397.766	57.606	753.126	358.052	23.075	916.285	417.729	26.465	983.747	382.238	31.175	626.735	162.074	804.700	553.254	194.935	445.105	300.731	244.186	164.804	242.417	297.619	171.820	325.211	238.667	36.240	380.094	275.919	28.239
1197	11.96000	712.952	327.522	1644.742	623.865	479.032	1368.432	582.431	562.828	1078.551	569.751	588.329	846.610	594.930	172.024	1342.071	616.014	103.449	1034.224	729.806	58.383	843.245	679.070	508.640	824.481	764.468	454.408	438.612	797.299	397.364	57.681	753.416	358.417	23.200	916.625	418.078	26.300	984.575	382.895	29.760	640.954	163.025	803.461	575.155	193.454	442.975	315.907	240.728	171.760	259.535	295.321	183.264	328.684	238.211	39.032	382.917	276.944	29.984
1198	11.97000	723.868	329.004	1645.723	636.739	479.701	1369.564	597.964	563.492	1079.622	587.943	589.376	847.210	606.953	173.149	1344.407	625.013	105.583	1036.947	736.116	60.136	843.224	690.522	509.422	826.679	770.809	455.731	439.743	800.769	398.249	57.324	753.489	358.721	23.370	916.776	418.605	25.887	984.250	383.402	29.086	653.835	163.904	802.507	598.550	191.843	441.090	331.758	237.695	178.537	276.342	290.618	195.293	335.886	236.170	45.252	389.061	276.311	31.446
1199	11.98000	734.833	330.488	1647.492	649.707	480.388	1370.768	612.885	564.343	1080.229	606.797	590.307	848.097	618.896	174.187	1346.643	633.004	107.909	1038.594	742.992	61.846	843.152	700.520	510.029	828.517	776.297	456.805	440.379	798.455	397.858	59.140	753.440	359.112	23.433	916.759	418.613	25.963	985.114	382.778	28.687	667.830	164.786	800.976	621.434	190.247	438.960	350.381	235.402	186.273	294.861	286.444	207.407	346.124	234.536	53.297	395.338	274.626	32.382
1200	11.99000	745.543	331.464	1648.994	662.864	481.080	1371.697	627.913	564.996	1081.017	626.470	591.708	848.696	630.557	175.052	1348.752	643.048	109.358	1040.992	748.744	63.687	843.476	710.729	510.498	830.519	780.503	457.400	440.650	798.481	397.805	59.622	753.309	359.387	23.595	916.722	418.947	25.638	985.403	382.097	28.419	679.917	165.062	801.071	645.995	188.052	437.436	368.919	233.223	194.942	316.197	284.966	219.905	356.546	232.933	62.136	401.826	272.485	32.466
1201	12.00000	756.515	332.855	1649.959	675.896	481.804	1372.647	643.375	566.065	1081.244	645.943	592.360	849.563	642.157	175.598	1350.726	651.359	111.036	1042.965	754.956	64.386	843.468	720.584	511.091	831.832	784.508	458.217	440.881	800.718	398.663	59.225	753.397	359.553	23.551	916.885	419.369	25.569	985.575	381.730	28.228	692.003	165.545	800.416	670.819	186.941	436.182	388.960	231.474	204.048	338.775	284.348	231.716	367.517	230.591	72.088	408.328	269.337	31.358
1202	12.01000	767.448	334.069	1651.511	688.891	482.440	1373.570	658.605	566.938	1081.960	666.043	593.583	849.657	653.693	176.302	1352.458	659.470	112.556	1043.482	760.922	65.512	844.175	729.893	511.102	832.534	787.941	458.673	441.227	800.173	398.562	59.378	753.283	359.693	23.732	916.295	419.509	25.564	985.480	381.854	27.948	703.892	166.191	799.900	695.128	186.813	436.631	409.329	231.075	212.510	361.946	284.474	241.804	380.409	227.742	82.335	416.999	265.445	30.501
1203	12.02000	778.270	334.966	1652.909	701.597	482.954	1374.438	675.080	568.442	1082.448	686.291	594.460	850.152	664.952	176.881	1353.996	668.240	113.340	1044.697	766.437	66.341	843.787	739.976	511.509	833.712	792.229	459.209	441.110	797.172	398.644	59.329	753.440	359.646	23.852	916.424	419.815	25.485	985.549	381.728	27.677	714.693	166.558	800.468	719.760	186.926	438.223	429.766	231.464	220.832	384.622	285.852	249.275	397.163	225.377	91.419	430.183	257.557	30.335
1204	12.03000	789.205	335.911	1653.749	714.114	483.367	1374.969	691.344	569.401	1082.323	706.629	595.359	850.550	675.562	177.377	1355.126	677.284	113.705	1046.152	771.638	67.432	843.896	749.581	511.702	835.211	795.923	459.766	441.480	799.325	398.318	59.193	753.533	359.492	23.946	916.897	420.266	25.050	985.765	381.629	27.515	726.571	167.163	800.730	743.512	187.567	441.481	452.005	231.559	228.089	406.145	288.827	254.206	419.687	221.909	99.093	450.583	243.587	39.086
1205	12.04000	800.532	336.411	1654.425	726.116	483.788	1375.592	708.013	570.352	1083.087	727.595	596.220	851.077	686.222	177.815	1356.214	686.217	113.971	1047.388	778.198	68.188	844.188	758.097	511.701	835.599	799.651	460.632	441.319	799.606	397.899	58.792	753.395	359.438	23.984	916.933	420.429	24.875	985.859	381.689	27.399	737.840	167.489	800.973	767.406	188.681	444.286	473.703	233.336	234.024	426.594	291.602	257.157	445.502	217.366	105.635	474.970	232.308	48.772
1206	12.05000	811.758	336.905	1655.219	737.976	484.003	1376.292	725.094	571.493	1083.070	747.980	596.698	851.656	696.534	178.287	1357.136	694.102	114.081	1048.070	784.451	68.649	843.488	766.808	511.957	835.912	802.453	460.689	441.381	790.990	397.701	57.948	753.428	359.186	24.156	916.252	420.492	25.061	985.916	381.652	27.013	748.983	168.269	801.596	790.593	189.441	446.958	497.046	234.847	238.637	448.128	293.801	258.400	473.240	212.119	111.572	503.960	226.463	54.716
1207	12.06000	822.927	337.440	1656.200	749.414	484.407	1376.924	741.585	572.388	1084.099	769.475	597.155	852.312	706.950	178.761	1357.820	702.182	114.200	1048.202	790.706	68.423	843.815	776.265	511.751	836.325	804.665	460.855	441.506	791.587	397.853	58.821	754.003	358.534	24.303	916.605	420.821	24.548	985.918	381.790	27.197	760.280	168.247	802.567	813.275	190.435	450.823	521.465	236.078	242.841	470.630	294.506	259.425	502.655	207.968	116.399	535.361	221.859	57.870
1208	12.07000	834.358	337.598	1656.474	760.362	484.666	1377.599	758.522	572.990	1084.602	790.317	597.474	853.523	717.072	179.132	1358.302	710.266	114.560	1049.859	796.097	68.725	843.539	786.442	510.785	836.767	806.500	461.268	441.621	792.796	398.691	59.826	753.185	359.085	24.429	916.518	421.178	24.372	985.906	382.034	27.337	773.031	168.396	802.867	836.511	191.132	453.590	546.027	236.514	244.710	493.851	294.522	258.927	533.417	204.778	118.469	567.151	218.601	59.729
1209	12.08000	845.871	337.723	1656.953	771.003	484.966	1378.277	774.472	573.330	1084.934	811.622	597.163	854.734	727.180	179.581	1358.777	719.233	114.332	1050.235	802.526	68.816	843.560	793.050	511.917	837.923	808.836	461.728	441.713	793.473	398.719	60.476	753.209	358.941	24.601	916.440	421.471	24.292	985.636	382.040	27.004	785.462	168.483	803.890	858.428	191.760	456.379	570.804	236.436	244.758	516.980	294.160	256.976	563.644	201.954	120.740	602.134	214.813	62.845
1210	12.09000	857.278	337.797	1657.295	781.555	485.107	1378.851	791.117	573.725	1086.212	833.100	596.832	856.823	737.438	179.984	1359.246	726.071	115.424	1050.206	809.025	69.248	843.925	801.913	511.747	838.392	811.602	461.595	441.934	793.856	398.198	60.921	752.878	359.088	24.463	916.419	421.698	24.311	986.035	382.202	27.132	797.151	168.259	805.115	880.192	192.127	459.641	595.483	236.216	243.950	540.660	293.447	253.444	594.642	199.356	121.261	637.124	212.227	65.842
1211	12.10000	868.858	337.468	1657.224	791.891	485.388	1379.598	807.055	574.026	1086.627	854.390	596.250	858.366	747.721	180.558	1359.548	733.820	115.812	1051.836	814.964	69.640	843.415	812.894	511.114	836.448	814.574	461.583	442.378	794.182	397.386	61.310	753.457	358.141	24.668	916.336	421.750	24.346	985.979	382.304	26.944	809.455	167.464	805.877	900.976	193.167	462.234	621.660	235.661	241.806	564.358	292.640	248.238	626.623	197.437	120.818	672.271	210.225	67.509
