X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
9.349022	7.549226e-06	1.018848e-05	1.357758e-06	6.117735e-06	
9.350022	7.643129e-06	9.826357e-06	1.393581e-06	6.150567e-06	
9.351022	7.736893e-06	9.483904e-06	1.437020e-06	6.182589e-06	
9.352022	7.830353e-06	9.162158e-06	1.487742e-06	6.213725e-06	
9.353022	7.923343e-06	8.862159e-06	1.545415e-06	6.243901e-06	
9.354022	8.015695e-06	8.584948e-06	1.609707e-06	6.273042e-06	
9.355022	8.107243e-06	8.331566e-06	1.680287e-06	6.301074e-06	
9.356022	8.197821e-06	8.103052e-06	1.756820e-06	6.327922e-06	
9.357022	8.287262e-06	7.900447e-06	1.838977e-06	6.353512e-06	
9.358022	8.375399e-06	7.724792e-06	1.926424e-06	6.377768e-06	
9.359023	8.462067e-06	7.577128e-06	2.018829e-06	6.400616e-06	
9.360023	8.547098e-06	7.458493e-06	2.115861e-06	6.421981e-06	
9.361023	8.630326e-06	7.369930e-06	2.217187e-06	6.441789e-06	
9.362023	8.711584e-06	7.312478e-06	2.322475e-06	6.459965e-06	
9.363023	8.790707e-06	7.287177e-06	2.431393e-06	6.476434e-06	
9.364023	8.867527e-06	7.295069e-06	2.543608e-06	6.491122e-06	
9.365023	8.941877e-06	7.337194e-06	2.658790e-06	6.503954e-06	
9.366023	9.013592e-06	7.414592e-06	2.776604e-06	6.514856e-06	
9.367023	9.082505e-06	7.528303e-06	2.896720e-06	6.523751e-06	
9.368023	9.148450e-06	7.679368e-06	3.018806e-06	6.530567e-06	
9.369023	9.211259e-06	7.868828e-06	3.142529e-06	6.535229e-06	
9.370024	9.270766e-06	8.097723e-06	3.267556e-06	6.537660e-06	
9.371024	9.326806e-06	8.367093e-06	3.393557e-06	6.537788e-06	
9.372024	9.379210e-06	8.677979e-06	3.520198e-06	6.535537e-06	
9.373024	9.427813e-06	9.031421e-06	3.647148e-06	6.530833e-06	
9.374024	9.472449e-06	9.428459e-06	3.774075e-06	6.523600e-06	
9.375024	9.512955e-06	9.870065e-06	3.900652e-06	6.513768e-06	
9.376024	9.549291e-06	1.035569e-05	4.026676e-06	6.501334e-06	
9.377024	9.581530e-06	1.088332e-05	4.152063e-06	6.486360e-06	
9.378024	9.609749e-06	1.145088e-05	4.276736e-06	6.468911e-06	
9.379024	9.634028e-06	1.205628e-05	4.400615e-06	6.449054e-06	
9.380024	9.654443e-06	1.269747e-05	4.523621e-06	6.426855e-06	
9.381025	9.671074e-06	1.337236e-05	4.645677e-06	6.402378e-06	
9.382025	9.683999e-06	1.407887e-05	4.766703e-06	6.375691e-06	
9.383025	9.693295e-06	1.481493e-05	4.886621e-06	6.346857e-06	
9.384025	9.699040e-06	1.557846e-05	5.005352e-06	6.315944e-06	
9.385025	9.701314e-06	1.636740e-05	5.122817e-06	6.283016e-06	
9.386025	9.700193e-06	1.717965e-05	5.238938e-06	6.248139e-06	
9.387025	9.695757e-06	1.801316e-05	5.353636e-06	6.211380e-06	
9.388025	9.688083e-06	1.886583e-05	5.466833e-06	6.172803e-06	
9.389025	9.677249e-06	1.973560e-05	5.578449e-06	6.132475e-06	
9.390025	9.663333e-06	2.062039e-05	5.688406e-06	6.090461e-06	
9.391025	9.646415e-06	2.151812e-05	5.796626e-06	6.046826e-06	
9.392026	9.626571e-06	2.242672e-05	5.903030e-06	6.001637e-06	
9.393026	9.603880e-06	2.334411e-05	6.007539e-06	5.954960e-06	
9.394026	9.578420e-06	2.426822e-05	6.110075e-06	5.906858e-06	
9.395026	9.550269e-06	2.519697e-05	6.210558e-06	5.857400e-06	
9.396026	9.519505e-06	2.612829e-05	6.308911e-06	5.806649e-06	
9.397026	9.486207e-06	2.706010e-05	6.405054e-06	5.754672e-06	
9.398026	9.450452e-06	2.799032e-05	6.498909e-06	5.701535e-06	
9.399026	9.412320e-06	2.891688e-05	6.590398e-06	5.647303e-06	
9.400026	9.371886e-06	2.983770e-05	6.679441e-06	5.592042e-06	
9.401026	9.329231e-06	3.075071e-05	6.765960e-06	5.535817e-06	
9.402026	9.284432e-06	3.165383e-05	6.849876e-06	5.478694e-06	
9.403027	9.237568e-06	3.254499e-05	6.931111e-06	5.420740e-06	
9.404027	9.188715e-06	3.342210e-05	7.009586e-06	5.362019e-06	
9.405027	9.137953e-06	3.428310e-05	7.085222e-06	5.302597e-06	
9.406027	9.085360e-06	3.512591e-05	7.157941e-06	5.242540e-06	
9.407027	9.031014e-06	3.594845e-05	7.227664e-06	5.181913e-06	
9.408027	8.974992e-06	3.674865e-05	7.294313e-06	5.120783e-06	
9.409027	8.917374e-06	3.752443e-05	7.357808e-06	5.059215e-06	
9.410027	8.858236e-06	3.827372e-05	7.418071e-06	4.997274e-06	
9.411027	8.797658e-06	3.899444e-05	7.475024e-06	4.935026e-06	
9.412027	8.735718e-06	3.968451e-05	7.528587e-06	4.872538e-06	
9.413027	8.672493e-06	4.034186e-05	7.578683e-06	4.809874e-06	
9.414028	8.608061e-06	4.096441e-05	7.625232e-06	4.747101e-06	
9.415028	8.542502e-06	4.155009e-05	7.668155e-06	4.684283e-06	
9.416028	8.475893e-06	4.209682e-05	7.707375e-06	4.621487e-06	
9.417028	8.408311e-06	4.260253e-05	7.742813e-06	4.558779e-06	
9.418028	8.339836e-06	4.306514e-05	7.774389e-06	4.496223e-06	
9.419028	8.270545e-06	4.348257e-05	7.802025e-06	4.433887e-06	
9.420028	8.200517e-06	4.385275e-05	7.825643e-06	4.371834e-06	
9.421028	8.129829e-06	4.417361e-05	7.845164e-06	4.310132e-06	
9.422028	8.058561e-06	4.444306e-05	7.860509e-06	4.248845e-06	
9.423028	7.986789e-06	4.465904e-05	7.871600e-06	4.188040e-06	
9.424028	7.914592e-06	4.481946e-05	7.878358e-06	4.127782e-06	
9.425029	7.842049e-06	4.492234e-05	7.880708e-06	4.068140e-06	
9.426029	7.769247e-06	4.496758e-05	7.878665e-06	4.009265e-06	
9.427029	7.696286e-06	4.495687e-05	7.872328e-06	3.951384e-06	
9.428029	7.623262e-06	4.489200e-05	7.861802e-06	3.894726e-06	
9.429029	7.550275e-06	4.477473e-05	7.847187e-06	3.839523e-06	
9.430029	7.477422e-06	4.460683e-05	7.828589e-06	3.786005e-06	
9.431029	7.404801e-06	4.439008e-05	7.806109e-06	3.734401e-06	
9.432029	7.332511e-06	4.412626e-05	7.779850e-06	3.684941e-06	
9.433029	7.260649e-06	4.381712e-05	7.749916e-06	3.637857e-06	
9.434029	7.189314e-06	4.346444e-05	7.716409e-06	3.593378e-06	
9.435029	7.118604e-06	4.307001e-05	7.679433e-06	3.551735e-06	
9.436030	7.048617e-06	4.263558e-05	7.639091e-06	3.513157e-06	
9.437030	6.979451e-06	4.216293e-05	7.595485e-06	3.477875e-06	
9.438030	6.911204e-06	4.165383e-05	7.548718e-06	3.446119e-06	
9.439030	6.843975e-06	4.111006e-05	7.498894e-06	3.418119e-06	
9.440030	6.777861e-06	4.053338e-05	7.446115e-06	3.394106e-06	
9.441030	6.712961e-06	3.992558e-05	7.390485e-06	3.374309e-06	
9.442030	6.649373e-06	3.928842e-05	7.332106e-06	3.358960e-06	
9.443030	6.587195e-06	3.862367e-05	7.271082e-06	3.348287e-06	
9.444030	6.526525e-06	3.793310e-05	7.207514e-06	3.342522e-06	
9.445030	6.467461e-06	3.721850e-05	7.141508e-06	3.341894e-06	
9.446030	6.410102e-06	3.648163e-05	7.073164e-06	3.346634e-06	
9.447031	6.354545e-06	3.572425e-05	7.002587e-06	3.356972e-06	
9.448031	6.300888e-06	3.494816e-05	6.929879e-06	3.373138e-06	
9.449031	6.249231e-06	3.415511e-05	6.855144e-06	3.395363e-06	
9.450031	6.199670e-06	3.334688e-05	6.778484e-06	3.423876e-06	
9.451031	6.152305e-06	3.252524e-05	6.700002e-06	3.458907e-06	
9.452031	6.107232e-06	3.169197e-05	6.619802e-06	3.500688e-06	
9.453031	6.064551e-06	3.084883e-05	6.537985e-06	3.549448e-06	
9.454031	6.024360e-06	2.999760e-05	6.454656e-06	3.605417e-06	
9.455031	5.986756e-06	2.914005e-05	6.369918e-06	3.668826e-06	
9.456031	5.951837e-06	2.827796e-05	6.283872e-06	3.739905e-06	
9.457031	5.919703e-06	2.741309e-05	6.196623e-06	3.818883e-06	
9.458032	5.890451e-06	2.654721e-05	6.108273e-06	3.905992e-06	
9.459032	5.864178e-06	2.568211e-05	6.018925e-06	4.001461e-06	
9.460032	5.840984e-06	2.481955e-05	5.928682e-06	4.105521e-06	
9.461032	5.820967e-06	2.396130e-05	5.837648e-06	4.218402e-06	
9.462032	5.804224e-06	2.310914e-05	5.745924e-06	4.340334e-06	
9.463032	5.790854e-06	2.226484e-05	5.653615e-06	4.471547e-06	
9.464032	5.780954e-06	2.143016e-05	5.560823e-06	4.612271e-06	
9.465032	5.774623e-06	2.060689e-05	5.467651e-06	4.762738e-06	
9.466032	5.771960e-06	1.979680e-05	5.374202e-06	4.923176e-06	
9.467032	5.773062e-06	1.900165e-05	5.280579e-06	5.093816e-06	
9.468032	5.778027e-06	1.822323e-05	5.186886e-06	5.274888e-06	
9.469033	5.786953e-06	1.746329e-05	5.093224e-06	5.466623e-06	
9.470033	5.799940e-06	1.672362e-05	4.999697e-06	5.669251e-06	
9.471033	5.817084e-06	1.600599e-05	4.906409e-06	5.883001e-06	
