X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.443147	1.346481e-05	2.405848e-05	7.337199e-06	1.098157e-05	
11.444148	1.342409e-05	2.384189e-05	7.315349e-06	1.067973e-05	
11.445149	1.338737e-05	2.361636e-05	7.290936e-06	1.037956e-05	
11.446150	1.335545e-05	2.338255e-05	7.264029e-06	1.008128e-05	
11.447151	1.332912e-05	2.314111e-05	7.234702e-06	9.785143e-06	
11.448151	1.330917e-05	2.289270e-05	7.203024e-06	9.491390e-06	
11.449152	1.329638e-05	2.263797e-05	7.169067e-06	9.200263e-06	
11.450153	1.329155e-05	2.237757e-05	7.132903e-06	8.912004e-06	
11.451154	1.329546e-05	2.211217e-05	7.094604e-06	8.626854e-06	
11.452155	1.330890e-05	2.184241e-05	7.054240e-06	8.345055e-06	
11.453156	1.333266e-05	2.156896e-05	7.011883e-06	8.066849e-06	
11.454157	1.336753e-05	2.129245e-05	6.967604e-06	7.792478e-06	
11.455158	1.341430e-05	2.101356e-05	6.921476e-06	7.522184e-06	
11.456159	1.347375e-05	2.073292e-05	6.873569e-06	7.256209e-06	
11.457160	1.354668e-05	2.045121e-05	6.823954e-06	6.994793e-06	
11.458161	1.363388e-05	2.016906e-05	6.772704e-06	6.738180e-06	
11.459161	1.373613e-05	1.988715e-05	6.719889e-06	6.486612e-06	
11.460162	1.385422e-05	1.960611e-05	6.665581e-06	6.240329e-06	
11.461163	1.398894e-05	1.932660e-05	6.609852e-06	5.999574e-06	
11.462164	1.414108e-05	1.904929e-05	6.552772e-06	5.764589e-06	
11.463165	1.431143e-05	1.877482e-05	6.494414e-06	5.535615e-06	
11.464166	1.450078e-05	1.850384e-05	6.434849e-06	5.312895e-06	
11.465167	1.470991e-05	1.823702e-05	6.374147e-06	5.096670e-06	
11.466168	1.493962e-05	1.797500e-05	6.312382e-06	4.887183e-06	
11.467169	1.519069e-05	1.771845e-05	6.249623e-06	4.684674e-06	
11.468170	1.546392e-05	1.746801e-05	6.185942e-06	4.489386e-06	
11.469170	1.576009e-05	1.722434e-05	6.121411e-06	4.301561e-06	
11.470171	1.607998e-05	1.698809e-05	6.056102e-06	4.121441e-06	
11.471172	1.642440e-05	1.675993e-05	5.990085e-06	3.949267e-06	
11.472173	1.679413e-05	1.654049e-05	5.923432e-06	3.785281e-06	
11.473174	1.718995e-05	1.633044e-05	5.856215e-06	3.629726e-06	
11.474175	1.761265e-05	1.613044e-05	5.788505e-06	3.482842e-06	
11.475176	1.806295e-05	1.594108e-05	5.720372e-06	3.344850e-06	
11.476177	1.854057e-05	1.576241e-05	5.651871e-06	3.215708e-06	
11.477178	1.904461e-05	1.559410e-05	5.583049e-06	3.095203e-06	
11.478179	1.957416e-05	1.543583e-05	5.513953e-06	2.983121e-06	
11.479179	2.012831e-05	1.528726e-05	5.444627e-06	2.879250e-06	
11.480180	2.070614e-05	1.514807e-05	5.375118e-06	2.783373e-06	
11.481181	2.130675e-05	1.501792e-05	5.305472e-06	2.695279e-06	
